target_name,target_chembl_id,molecule_chembl_id,pref_name,standard_type,standard_value,standard_units,assay_type,assay_description,document_year
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.089,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans SC5314 in presence of 50% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL457547,MICAFUNGIN,IC50,0.018,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 90028,2007
glucan synthase,CHEMBL1909,CHEMBL457547,MICAFUNGIN,IC50,0.0284,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 90028 in presence of 10% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL457547,MICAFUNGIN,IC50,0.0501,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 90028 in presence of 20% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL457547,MICAFUNGIN,IC50,0.0902,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 90028 in presence of 50% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL457547,MICAFUNGIN,IC50,0.0108,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 36082,2007
glucan synthase,CHEMBL1909,CHEMBL457547,MICAFUNGIN,IC50,0.0237,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 36082 in presence of 10% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL457547,MICAFUNGIN,IC50,0.0314,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 36082 in presence of 20% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL457547,MICAFUNGIN,IC50,0.057,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans ATCC 36082 in presence of 50% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL457547,MICAFUNGIN,IC50,0.0269,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans SC5314,2007
glucan synthase,CHEMBL1909,CHEMBL457547,MICAFUNGIN,IC50,0.0326,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans SC5314 in presence of 10% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL457547,MICAFUNGIN,IC50,0.0506,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans SC5314 in presence of 20% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL457547,MICAFUNGIN,IC50,0.0897,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans SC5314 in presence of 50% human serum,2007
glucan synthase,CHEMBL1909,CHEMBL264241,ANIDULAFUNGIN,IC50,0.02937,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans 36082 assessed as incorporation of [3H]uridine diphosphoglucose in presence of 50% serum,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.0003301,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans 36082 assessed as incorporation of [3H]uridine diphosphoglucose,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.001325,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans 36082 assessed as incorporation of [3H]uridine diphosphoglucose in presence of 10% serum,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.002077,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans 36082 assessed as incorporation of [3H]uridine diphosphoglucose in presence of 20% serum,2007
glucan synthase,CHEMBL1909,CHEMBL1630575,CASPOFUNGIN,IC50,0.006225,ug.mL-1,B,Inhibition of glucan synthase in Candida albicans 36082 assessed as incorporation of [3H]uridine diphosphoglucose in presence of 50% serum,2007
glucan synthase,CHEMBL4844,CHEMBL3142889,,Inhibition,74.7,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142869,,Inhibition,80.2,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142886,,Inhibition,40.6,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142887,,Inhibition,78.2,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142890,,Inhibition,81.3,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL264241,ANIDULAFUNGIN,Inhibition,75.0,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142874,,Inhibition,54.8,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142876,,Inhibition,66.7,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142895,,Inhibition,81.9,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142863,,Inhibition,69.1,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142867,,Inhibition,68.9,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142891,,Inhibition,72.3,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142868,,Inhibition,71.4,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142879,,Inhibition,81.0,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142870,,Inhibition,83.0,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142872,,Inhibition,71.4,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142882,,Inhibition,19.4,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142881,,Inhibition,83.5,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142883,,Inhibition,77.7,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142866,,Inhibition,82.2,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142888,,Inhibition,75.8,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142884,,Inhibition,81.5,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142892,,Inhibition,80.1,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142875,,Inhibition,43.4,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142880,,Inhibition,76.1,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142894,,Inhibition,82.4,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142871,,Inhibition,55.1,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142885,,Inhibition,78.8,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142873,,Inhibition,82.3,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL2103748,CILOFUNGIN,Inhibition,76.0,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL3142878,,Inhibition,17.1,%,B,In vitro inhibition of glucan synthase obtained from Candida albicans at a concentration of 10 ug/mL.,1995
glucan synthase,CHEMBL4844,CHEMBL218395,,IC50,100.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL428798,,IC50,400.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL413520,,IC50,200.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL266683,,IC50,9.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL408771,,IC50,110.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL385931,,IC50,7.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL408249,,IC50,38.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL408820,,IC50,7.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL415670,,IC50,10.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL407122,,IC50,120.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL412347,,IC50,100.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL386918,,IC50,80.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL263950,,IC50,300.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL412847,,IC50,250.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL442306,,IC50,900.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL217306,,IC50,200.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL437803,,IC50,10.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL428110,,IC50,5.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL413949,,IC50,180.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL269311,,IC50,70.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL437438,,IC50,70.0,nM,B,"Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).",1995
glucan synthase,CHEMBL4844,CHEMBL2370664,,IC50,45.0,nM,B,"Inhibition of 1,3-beta-D-glucan synthase (GS) from candida albicans",2001
glucan synthase,CHEMBL4844,CHEMBL2370652,,IC50,20.0,nM,B,"Inhibition of 1,3-beta-D-glucan synthase (GS) from candida albicans",2001
glucan synthase,CHEMBL4844,CHEMBL2370657,,IC50,19.0,nM,B,"Inhibition of 1,3-beta-D-glucan synthase (GS) from candida albicans",2001
glucan synthase,CHEMBL4844,CHEMBL2370651,,IC50,230.0,nM,B,"Inhibition of 1,3-beta-D-glucan synthase (GS) from candida albicans",2001
glucan synthase,CHEMBL4844,CHEMBL2370665,,IC50,2.0,nM,B,"Inhibition of 1,3-beta-D-glucan synthase (GS) from candida albicans",2001
glucan synthase,CHEMBL4844,CHEMBL2370655,,IC50,12.0,nM,B,"Inhibition of 1,3-beta-D-glucan synthase (GS) from candida albicans",2001
glucan synthase,CHEMBL4844,CHEMBL2370656,,IC50,130.0,nM,B,"Inhibition of 1,3-beta-D-glucan synthase (GS) from candida albicans",2001
